id,name,kingdom,cost,rating,武力_基础,武力_成长,智力_基础,智力_成长,统率_基础,统率_成长,速度_基础,速度_成长,政治_基础,政治_成长,魅力_基础,魅力_成长,骑兵,盾兵,弓兵,枪兵,器械,自带战法名称,自带战法类型,自带战法品质,自带战法发动概率,自带战法效果,传承战法名称,传承战法类型,传承战法品质,传承战法发动概率,传承战法效果
wu8,SP周瑜,吴,6,5,71,1.04,96,2.62,95,1.66,42,0.67,0,0,0,0,B,A,S,A,C,江天长焰,指挥,S,100%,战斗中，每回合使敌军全体受到谋略伤害提高2%（受智力影响），可叠加，并有几率（没有一名敌军处于灼烧或水攻状态时，提高2%）对敌军单体造成谋略伤害（伤害率73％，受智力影响）；自身为主将时，基础概率提高至17.5%且该次攻击目标将锁定敌军兵力最低单体,,,,,
wu9,马忠,吴,6,5,80,1.77,64,1.19,67,1.45,80,1.47,36,0.42,41,0.51,C,A,S,A,A,暗箭难防,主动,S,35%,准备1回合，对敌军群体（2人）发动一次兵刃攻击（伤害率130%-260%）；并有30%-60%概率（受速度影响）捕获敌军单体武将（捕获效果无法被净化），使其无法行动和造成伤害、禁用指挥和被动战法、进入禁疗状态，且无法被其友方武将选中，持续2回合；同时最多捕获一名武将，若施放时已有敌军武将被捕获，则转而对其造成兵刃伤害（伤害率130%-260%）,,,,,
wu10,凌统,吴,6,5,89,1.97,60,0.97,77,1.51,67,1.48,0,0,0,0,S,B,C,A,C,国士将风,指挥,S,100%,战斗前3回合，使自己及友军单体获得先攻（优先行动）和必中（无视规避状态命中目标）状态，造成的伤害提高10％（受速度影响）,,,,,
wu11,鲁肃,吴,6,5,56,0.38,92,2.06,84,1.45,65,1.02,0,0,0,0,B,A,A,A,A,济贫好施,指挥,S,100%,战斗第2回合时，将自身属性的20%移交给兵力最低友军，第3-5回合时，恢复我军兵力最低单体（治疗率142％，受智力影响）并使其受到伤害降低13％（受智力影响），持续1回合,,,,,
wu12,孙权,吴,6,5,67,1.71,80,1.36,79,1.69,77,0.83,0,0,0,0,S,B,S,A,C,坐断东南,指挥,S,100%,战斗中，自身及友军单体成功发动普通攻击后，自身有37.5%几率随机获得连击、洞察、先攻、必中、破阵状态的一种，持续2回合，自身为主将时，优先获得不同的状态,,,,,
wu13,甘宁,吴,6,5,94,2.6,76,0.45,93,1.57,72,1.23,0,0,0,0,A,A,S,S,S,锦帆百翎,被动,S,100%,战斗中，提高自身25%会心几率（触发时兵刃伤害提高100％）及10%会心伤害；自身为主将时，提高友军群体（2人）2.5％会心几率及5％会心伤害,,,,,
wu14,周泰,吴,6,5,91,1.91,48,0.77,84,2.08,53,0.84,0,0,0,0,S,S,A,A,C,肉身铁壁,被动,S,100%,战斗中，为友军承担（15%，友军主将为30%）的伤害结果（承担的兵刃伤害额外受自身统率影响降低），当友军兵力高于70%时，使其造成的伤害提高12%（受统率影响），若主将为孙权，造成伤害提高的基础值增加至20%,,,,,
wu15,吕蒙,吴,6,5,81,1.68,89,1.95,91,1.35,37,0.59,0,0,0,0,B,B,A,S,S,白衣渡江,指挥,S,100%,战斗首回合我军全体获得1次抵御，战斗中，自身造成兵刃伤害时有25%概率使敌军单体缴械（无法进行普通攻击），持续2回合，造成谋略伤害时有25%概率使敌军单体计穷（无法发动主动战法），持续1回合，该效果每回合最多分别触发一次。,,,,,
wu16,太史慈,吴,6,5,93,2.09,69,1.01,90,1.39,67,1.11,0,0,0,0,S,C,S,B,C,神射,被动,S,100%,战斗中，使自己获得连击状态，每回合可以普通攻击2次，并使普通攻击目标统率降低5，可叠加，持续2回合,,,,,
wu17,孙坚,吴,6,5,90,2,79,0.83,94,2.05,34,0.45,0,0,0,0,A,S,B,A,C,江东猛虎,主动,S,35%,对敌军群体（2人）造成63%兵刃伤害，并嘲讽（强迫目标普通攻击自己），持续2回合,,,,,
wu18,陆抗,吴,6,5,63,0.67,87,2.04,91,2.02,51,0.62,0,0,0,0,A,B,S,A,S,校胜帷幄,指挥,S,100%,战斗中，提高已方主将7％奇谋几率（受智力影响，触发时谋略伤害提高100％）及20％奇谋伤害，同时为己方主将分担15%的伤害（自身为主将时无效）,,,,,
wu19,周瑜,吴,6,5,71,0.47,96,2.62,95,1.66,42,0.67,0,0,0,0,B,A,S,A,C,神火计,被动,S,100%,战斗中，每次成功发动主动战法时，有40%几率对敌军全体造成谋略攻击（伤害率34%，受智力影响）；自身为主将时，该次攻击有20%概率对目标施加灼烧状态（伤害率34%，受智力影响），持续1回合,,,,,
wu20,黄盖,吴,5,5,83,1.41,70,1.27,80,1.68,31,0.54,0,0,0,0,B,A,S,A,B,苦肉计,主动,S,55%,对自己造成兵刃伤害（伤害率40%），使敌军单体进入灼烧（伤害率61%，受智力影响）及混乱（攻击和战法无差别选择目标）状态并使自己受到兵刃伤害降低15％，持续2回合,,,,,
wu21,程普,吴,5,5,79,1.19,79,1.44,84,2.06,52,0.89,0,0,0,0,B,A,A,S,B,勇烈持重,被动,S,100%,受到伤害时，有20%~35%概率净化自己负面效果，同时使随机敌军进入震慑状态（无法行动），持续1回合，该效果每回合最多触发一次,,,,,
wu22,孙策,吴,5,5,92,2.07,74,1.06,96,1.37,32,0.76,0,0,0,0,S,B,A,S,A,江东小霸王,被动,S,100%,战斗中，普通攻击后有35%几率对目标再次发起猛攻（伤害率96%）并为我军单体恢复兵力（治疗率28%，受武力影响）；自身为主将时，战斗前2回合，使敌军单体首次受到伤害提高15%,,,,,
wu23,诸葛恪,吴,4,5,47,0.29,90,1.88,72,1.19,10,0.53,80,0.92,80,0.76,C,C,A,S,A,挥兵谋胜,指挥,S,100%,战斗中，每当我军抵御被消耗时，使我军单体恢复一定兵力（治疗率47%-94%，受智力影响），抵御持续时间结束但未消耗时，使我军武力最高武将对敌军随机武将发动一次兵刃攻击（伤害率47%-94%）；战斗前3回合，每回合有30%-*60%概率（受智力影响，自身为主将时，基础概率提升至70%）使我军群体（2-3人）获得1次抵御，持续1回合,,,,,
wu24,大乔,吴,4,5,11,0.3,73,1,57,0.65,80,0.85,78,1.1,92,2.4,C,C,B,C,C,国色,内政,S,,武将委任为贸易官时，贸易比例提升1.5%,,,,,
wu25,小乔,吴,4,5,12,0.35,74,0.95,40,0.7,81,0.9,77,1.05,92,2.35,C,C,B,C,C,天香,内政,S,,提升武将13.5%魅力,,,,,
qun1,SP马超,群,7,5,97,2.77,44,0.76,93,1.75,78,1.95,26,0.3,82,0.6,S,B,B,S,B,威武并昭,被动,S,100%,战斗中，自身每回合获得33%看破（受速度影响，持续1回合，看破：造成伤害时无视目标一定比例的受到伤害降低效果）；敌军主将每回合行动前，自身有33%概率（受双方速度差影响）对敌军速度低于自身的武将发动1次普通攻击；自身主将时，每次判定成功后自身速度提升9点（受双方速度差影响），可叠加；,,,,,
qun2,SP袁绍,群,7,5,69,2.06,70,2.07,81,2.01,62,1.04,0,0,0,0,B,A,S,B,S,高橹连营,被动,S,100%,战斗开始时，架起箭楼，填装10次（次数为0时将失效），每回合发射2次，有50%概率（受武力影响）额外发射1次，对敌军单体造成兵刃伤害（每次目标独立选择，伤害率41%）并有50%概率使其受到伤害提高3%，可叠加2次，首回合额外造成缴械效果，每回合有37.5%概率无法普通攻击，持续2回合；自身为主将时，每回合会填装1次,,,,,
qun3,孟获,群,7,5,87,2.02,42,0.6,87,2.02,52,0.85,0,0,0,0,S,S,B,A,C,南蛮渠魁,被动,S,100%,战斗中，每回合行动时有24.5%几率对敌军全体造成兵刃伤害（伤害率53%），若未生效则提高7%发动概率，自身受到7次普通攻击后会进入1回合震慑（无法行动）状态；自身为主将时，每回合有15%（部队每多1名蛮族武将额外提高15%）概率使全体蛮族造成的伤書提高15%（受自身损失兵力影响，最多80%），持续1回合,,,,,
qun4,于吉,群,7,5,6,0.21,66,2.61,12,1.84,39,0.34,0,0,0,0,C,B,C,C,C,兴云布雨,指挥,S,100%,战斗第2回合开始，使敌军全体进入水攻状态，每回合持续造成伤害（伤害率36％，受智力影响），并使其受到伤害增加5％，持续5回合,,,,,
qun5,董卓,群,7,5,87,1.85,73,1.35,85,2.07,62,1.04,0,0,0,0,A,S,S,B,C,酒池肉林,被动,S,100%,战斗中，每回合使自身兵力减少（1%x回合数），同时每回合获得4%倒戈（造成兵刃伤害时，恢复自身基于伤害量的一定兵力）及15点武力，自身为主将时，战斗第5回合起，若我军副将存活，每回合对敌我全体造成兵刃伤害（伤害率30％）,,,,,
qun6,吕布,群,7,5,100,3.04,26,0.27,97,1.4,74,1.41,0,0,0,0,S,B,S,A,C,天下无双,主动,S,35%,对敌军单体发起决斗，决斗双方轮流向对方普通攻击3次，自己率先出手。决斗途中，双方不受缴械和震慑状态影响，并且可以触发群攻状态和突击战法；自身为主将时，决斗后自身受到兵刃伤害降低3.5%（受武力影响），持续2回合,一骑当千,突击,S,45%,普通攻击之后，对敌军全体发动一次兵刃攻击（伤害率36%）；自身为主将时，该次兵刃攻击更为强力（伤害率54%）
qun7,SP卢植,群,6,5,63,1.04,82,2.07,86,2.05,64,0.55,85,1.76,81,1.65,B,C,S,B,S,国之桢干,指挥,S,100%,战斗中，我军全体统率提升（提升值相当于自身统率的10%一20%）并获得5%一10%倒戈和攻心（受统率影响）；且敌军每有一个指挥或被动战法，我军群体（2-3人）受到兵刃伤害降低1.5%-3%（受统率影响）,,,,,
qun8,SP貂蝉,群,6,5,26,0.45,81,2.02,20,1.89,77,0.33,65,0.8,94,2.68,B,C,S,C,C,离月,指挥,S,100%,战斗中，自身受到治疗时，有40%概率（受智力影响）洽疗友军单体（洽疗率68%，受智力影响），每回合最多触发5次；友军受到治疗时，有40%概率（受智力和魅力影响）使其受到伤害降低3%（受智力影响），可叠加5次，持续2回合：第3回合起，自身行动后对敌军单体造成谋略伤害（伤害率68%，受自身造成溢出治疗量影响，触发后重置累计进度）。,,,,,
qun9,SP董卓,群,6,5,87,1.85,73,1.35,85,2.07,62,1.04,59,0.31,37,0.13,A,S,S,B,C,权僭九鼎,指挥,S,100%,战斗中，敌军受到治疗时，有50%概率（受統率影响）将其中12%（受统率影响）转移到自身；自身受到治疗时，有50%概率（受统率影响）提升5点统率和智力（受统率影响），可叠加99次；,,,,,
qun10,SP张宝,群,6,5,71,0.26,81,1.97,83,1.69,30,0.38,76,0.44,82,0.43,B,S,A,A,S,飞沙走石,主动,S,50%,奇数回合发动时，使敌军群体（2人）智力降低18-36点（受智力影响），持续1回合，并使其陷入2回合水攻状态（伤害率29%一58%）；偶数回合发动时，使敌军随机单体武力与智力数值对换，持续1回合，并使其陷入2回合沙暴状态（伤害率54%-108%）,,,,,
qun11,SP皇甫嵩,群,6,5,61,1.13,73,2.09,92,2.35,18,1.08,57,0.48,72,0.59,A,A,A,S,S,扶危定倾,指挥,S,100%,战斗首回合，使我军全体受到伤害降低19.5%-39%（受自身最高属性影响，自身为主将时，基础值提升至21%-42%）；自身每回合有20%-40%概率（受统率影响）清除我军主将的负面状态并使其武力、智力、統率提升1.5%一3%（受智力影响，可叠加，持续2回合）,,,,,
qun12,SP朱儁,群,6,5,65,1.98,70,1.96,89,2.09,29,0.77,0,0,0,0,C,B,S,B,B,围师必阙,指挥,S,100%,战斗中，当敌军群体（2人）处于溃逃或叛逃状态时压制敌军，使敌军造成的谋略伤害降低19.5%（受统率影响，触发后每回合递减1/3），战斗第2回合，使敌军全体进入叛逃状态（伤害率60％，受武力或智力最高一项影响，无视防御），持续2回合；自身为主将时，谋略伤害降低值提升至22.5%,,,,,
qun13,麹义,群,6,5,77,1.53,51,0.62,80,1.81,51,0.65,19,0.29,21,0.16,B,C,S,C,B,先登死士-自带,兵种,S,100%,将弓兵进阶为悍不畏死的先登死士：战斗中，我军全体免疫遇袭状态，且受到伤害时，有20%一40%概率（受携带者统率影响）触发以下效果：若兵力百分比低于攻击者则偷取其10.5-121点统率，否则降低其1.5%-13%主动战法发动率，持续2回合，可叠加4次；若麴义统领，则可叠加5次,,,,,
qun14,许攸,群,6,5,21,0.12,80,2.01,26,1.94,44,0.92,0,0,0,0,A,A,A,A,A,傲睨王侯,指挥,S,100%,战斗中，发现15个敌军破绽，破绽会分布在全体敌军中，敌军目标受到普通攻击时会触发一个破绽，使该目标降低1.5%武力、智力、统率、速度（受智力影响），可叠加，单个目标的破绽全部触发时，使其进入1回合虚弱状态且受到伤害提高7.5%（受智力影响），持续2回合，场上所有破绽触发后，敌军群体（2人）武力、智力、统率、速度降低10％（受智力影响）,,,,,
qun15,蔡邕,群,6,5,16,0.21,81,1.86,27,0.61,41,0.61,88,2.59,81,1.24,C,C,B,C,C,晓知良木,内政,S,,武将委任为木材官时，木材产量提升1.5%,,,,,
qun16,朵思大王,群,6,5,59,1.1,70,1.98,62,1.84,66,0.71,54,0.89,10,0.54,S,S,A,C,C,毒泉拒蜀,主动,S,40%,对敌军单体（80%概率选择敌军统率最高的武将）施加猛毒，2回合后消失，拥有猛毒的敌军每次受到普通攻击会叠加一层猛毒，最多叠加3层，层数叠满时会立即消失并清楚自身所有战法冷却时间，猛毒消失时会对敌军全体造成谋略伤害（伤害率75%，每有一层猛毒伤害率提高20%，受智力影响），我方蛮族造成的非普通伤害也会增加猛毒层数，该战法发动后会进入1回合冷却。,,,,,
qun17,沮授,群,6,5,35,0.42,90,2.33,78,1.94,46,0.72,0,0,0,0,B,S,S,A,A,监统震军,指挥,S,100%,战斗中，友军群体造成负面状态时，有19%概率（受智力影响）使负面状态持续时间增加1回合（混乱及伪报不生效），自身普通攻击后，对负面状态最多的敌军单体造成谋略伤害（伤害率57%，受智力影响），若敌军都没有负面状态则为损失兵力最多的我军单体恢复兵力（治疗率46%，受智力影响）,,,,,
qun18,袁术,群,6,5,65,1.96,65,1.96,44,1.82,62,1.17,0,0,0,0,S,B,S,B,C,符命自立,被动,S,100%,战斗前2回合中任一回合，自身获得玉玺，提高50%会心几率及奇谋几率，每回合逐渐降低，直至第8回合降至0，自身为主将时，提高主动战法发动几率（12%，准备战法为17.5%），同样为逐渐降低,,,,,
qun19,田丰,群,6,5,29,0.31,93,2.31,72,1.36,61,0.59,0,0,0,0,A,S,B,A,A,竭忠尽智,主动,S,55%,准备1回合，使敌军群体（1-2人）速度降低15%（受智力影响）并进入混乱状态（攻击和战法无差别选择目标），持续2回合，并使友方单体获得1次抵御，持续1回合,,,,,
qun20,吕玲绮,群,6,5,88,2.38,37,0.96,79,1.32,60,1.02,0,0,0,0,S,B,S,A,C,狮子奋迅,主动,S,75%,对敌军单体及额外1-2名敌人造成兵刃攻击（伤害率59%）并使自身主动战法发动几率提高5%（自身为主将时，发动几率提高至7.5%），持续2回合，如果单体目标为敌军主将则使其陷入叛逃状态，每回合持续造成伤害（伤害率51％，受武力或智力最高一项影响，无视防御），持续2回合,,,,,
qun21,祝融夫人,群,6,5,85,2.31,29,0.76,74,1.04,63,0.68,0,0,0,0,S,A,A,A,C,火神英风,指挥,S,100%,战斗前2回合，对敌军全体武将分别有7.5%概率（处于灼烧状态的目标有35%概率）发动兵刃攻击（伤害率71%），战斗第3回合时，使我军群体（2-3人）武力提高10（受武力影响）且自身每回合行动前会治疗我军群体（2人），治疗率79%，受武力影响），持续3回合；自身为主将时，兵刃攻击触发概举提高5%,,,,,
qun22,兀突骨,群,6,5,86,1.82,1,0.01,79,2.32,26,0.38,0,0,0,0,S,S,C,B,C,藤甲兵-自带,兵种,S,100%,将盾兵进阶为刀枪不入的藤甲兵：我军全体受到兵刃伤害降低12%（受统率影响），但处于灼烧状态时每回合额外损失兵力（伤害率300%）；若兀突骨统领，则处于灼烧状态时的损失兵力降低（伤害率250%）,,,,,
qun23,公孙瓒,群,6,5,83,1.88,75,1.62,84,1.62,72,1.46,0,0,0,0,S,C,S,C,B,白马义从-自带,兵种,S,100%,将弓兵进阶为弓马娴熟的自马义从：部队行军速度提高25%，我军全体战斗前2回合获得先攻（优先行动）并提高5%主动战法发动率；若公孙瓒统领，提高发动率受速度影响,,,,,
qun24,袁绍,群,6,5,69,1.83,70,1.65,81,1.84,62,1.04,0,0,0,0,B,S,S,B,S,累世立名,主动,S,40%,准备1回合，对敌军群体（2人）造成一次兵刃攻击（伤害率63%），降低其12统率（受武力影响）并附加灼烧状态，每回合持续造成伤害（伤害率30%，受智力影响），持续2回合，自身为主将时，额外提高我军全体40统率，持续3回合,,,,,
qun25,张角,群,6,5,25,0.4,86,2.38,87,1.41,34,0.59,0,0,0,0,A,S,S,B,A,五雷轰顶,主动,S,35%,准备1回合，对敌军随机单体造成谋略攻击（伤害率68％，受智力影响）并由30%概率使其进入震慑状态（无法行动），持续1回合，共触发5次，每次独立选择目标；自身为主将时，若目标处于水攻状态、沙暴状态时，每多一种提高20%震慑概率,,,,,
qun26,SP张梁,群,5,5,80,1.78,74,1.01,78,1.86,74,1.24,56,0.42,80,0.48,B,A,B,S,A,聚石成金,主动,S,50%,奇数回合发动时，使我军全体统率提升34—68点（对黄巾武将生效时，受主将魅力影响），并使敌军魅力低于我军主将的武将进入禁疗状态，持续2回合；偶数回合发动时，使我军受到的主动战法和突击战法伤害降低12%-24%（对黄巾武将生效时，受统率影响），持续2回合,,,,,
qun27,张让,群,5,5,32,0.67,84,2.02,32,1.71,57,0.76,66,0.83,33,0.45,C,S,A,B,B,窃幸乘宠,指挥,S,100%,我军主将恢复兵力且自身不为主将时，降低其10%治疗量，自身会恢复降低的治疗量，奇书回合对敌军群体（2人）造成谋略伤害（伤害率45%，受智力影响），额外对其中智力低于自身的单位造成谋略伤害（伤害率60％，受智力影响）,,,,,
qun28,高览,群,5,5,82,2.07,68,1.08,76,1.37,61,0.88,0,0,0,0,A,A,B,S,C,振军击营,主动,S,35%,对敌军单体造成兵刃伤害（伤害率117.5%）及禁疗（无法恢复兵力）状态，持续3回合，并使有负面状态的友军单体自带战法发动率提高5％，持续1回合,,,,,
qun29,木鹿大王,群,5,5,71,1.78,39,0.37,65,1.6,51,0.87,0,0,0,0,S,C,C,A,C,象兵-自带,兵种,S,100%,将骑兵进阶为横行无忌的象兵：部队基础攻城值提高25%但行军速度降低50％，将受到伤害的25%延后于3回合内逐步结算，且结算伤害降低10%，自身灼烧时，获得50%群攻及混乱；若蛮族统领，部队每多1名蛮族武将结算的伤害额外降低5%,,,,,
qun30,李儒,群,5,5,26,0.31,83,2.1,61,1.02,59,0.77,0,0,0,0,S,B,A,B,B,鸩毒,主动,S,70%,对敌军单体施加鸩酒，降低其30%武力（受智力影响），持续1回合，1回合后毒发造成谋略攻击（伤害率113%，受智力影响）同时降低其30点统率（受智力影响），可无限叠加，直到战斗结束,,,,,
qun31,高顺,群,5,5,86,1.48,60,0.8,85,1.77,28,0.31,0,0,0,0,C,S,B,C,S,陷阵营-自带,兵种,S,100%,将盾兵进阶为无往不利的陷阵营：我军全体武力、统率提高11点，战斗前3回合获得急救状态，受到伤害时有30%概率获得治疗（治疗率30％，受智力影响）；若高顺统领，则治疗率将额外受统率影响,,,,,
qun32,马腾,群,5,5,80,1.77,52,0.61,82,1.21,57,0.85,0,0,0,0,S,C,B,C,C,西凉铁骑-自带,兵种,S,100%,将骑兵进阶为横行天下的西凉铁骑：战斗前3回合，提高我军全体12.5%会心几率（触发时兵刃伤害提高100%）；若马腾统领，则提高会心几率受速度影响,,,,,
qun33,文丑,群,5,5,93,2.02,47,0.71,89,1.3,55,0.82,0,0,0,0,A,A,S,A,C,登锋陷阵,主动,S,35%,对目标单体造成兵刃攻击（伤害率104%）并缴械（无法普通攻击），同时使自己的统率降低40%，并进入禁疗（无法恢复兵力）状态，持续2回合,,,,,
qun34,华雄,群,5,5,92,2.39,61,0.81,88,1.34,68,1.27,0,0,0,0,S,B,B,A,C,搦战群雄,主动,S,35%,准备1回合，对敌军群体（2人）造成一次兵刃攻击（伤害率100%），随后使自己造成兵刃伤害提高12.5%，受到兵刃伤害降低12.5%（受武力影响），持续2回合,,,,,
qun35,颜良,群,5,5,94,2.1,21,0.59,88,1.26,53,0.83,0,0,0,0,A,A,B,S,C,勇冠三军,突击,S,40%,普通攻击之后，对攻击目标再次发起猛攻（伤害率90%），并使其进入震慑状态（无法行动），持续1回合,,,,,
qun36,华佗,群,5,5,12,0.38,83,2.02,18,1.76,78,1.25,0,0,0,0,C,C,C,C,C,青囊,指挥,S,100%,战斗前4回合，使我军群体（2人）获得20统率（受智力影响）及急救效果，每次受到伤害时有50%几率回复一定兵力（治疗率44％，受智力影响）,,,,,
qun37,左慈,群,5,5,10,0.33,94,2.35,34,0.94,31,0.44,0,0,0,0,C,C,C,C,C,金丹秘术,指挥,S,100%,战斗前2回合，使我军全体获得17.5%规避效果，可免疫伤害，并在战斗第3回合开始，获得休整状态（每回合恢复一次兵力，回复率29％，受智力影响），持续3回合,,,,,
qun38,貂蝉,群,4,5,26,0.45,81,1.97,20,1.89,77,1.32,0,0,0,0,B,C,B,C,C,闭月,主动,S,75%,选择一名敌军为自身分担12.5%（受智力影响）伤害，且当目标为敌军武力最高时进入混乱（攻击和战法无差别选择目标）状态，若为敌军智力最高时进入计穷（无法发动主动战法）状态，否则造成虚弱（无法造成伤害）及禁疗（无法恢复兵力）状态，持续1回合,,,,,
qun39,陈宫,群,4,5,55,0.42,89,1.9,84,1.46,53,0.62,0,0,0,0,A,B,S,A,A,百计多谋,指挥,S,100%,战斗中，每回合都有50%几率使随机敌军单体产生逃兵（伤害率70％，受智力影响，无视防御）,,,,,
qun40,司马徽,群,4,5,8,0.13,92,2.01,21,0.74,63,0.37,94,1.84,86,2.3,C,C,B,C,C,水镜先生,内政,S,,武将委任为寻访使时，提升寻出高阶奖励的几率4.5%,,,,,
qun41,邹氏,群,3,5,6,0.07,77,1.5,24,1.25,64,1.33,0,0,0,0,C,B,C,C,C,顾盼生姿,主动,S,40%,偷取敌军一名男性武将17.5点智力给自身和友军单体（受魅力影响）持续2回合，可叠加2次,,,,,
qun42,董白,群,3,5,70,1.86,51,0.36,63,1.63,55,1.22,56,0.67,77,1.08,C,C,C,B,C,云聚影从,指挥,S,100%,战斗中，自身即将受到普通攻击时，有50％概率（受武力影响）使武力最高的友军单体获得反击效果（伤害率50%）和急救状态，受到伤害时有15%概率恢复自身兵力（治疗率50%，受武力影响），持续1回合，随后使该友军为自身承担此次普通攻击,,,,,
qun43,蔡文姬,群,3,5,11,0.26,77,1.89,61,1.65,71,1.31,0,0,0,0,B,C,C,C,C,胡笳余音,主动,S,55%,治疗我军群体（2人，治疗率61%，受智力影响）并有50%概率使自身及友军单位造成伤害提高13%（受智力影响）、受到伤害降低13%（受智力影响），独立判定，持续2回合,,,,,
qun44,潘凤,群,3,3,77,1.71,4,0.14,56,0.66,68,0.2,14,0.14,25,0.17,A,B,B,A,C,无双上将,主动,B,25%,对敌军武力最高的武将造成兵刃攻击（伤害率246%），并获得破阵（造成伤害时无视目标的统率和智力）状态，持续1回合,,,,,
